client_id,age,job,marital,education,credit_default,mortgage,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date,cons_price_idx,euribor_three_months
7150,50,technician,divorced,basic_9y,False,False,5,48,0,0,0,2022-05-25,93.994,4.86
7151,51,management,married,university_degree,False,True,3,410,0,0,0,2022-05-14,93.994,4.86
7152,46,management,married,university_degree,False,True,3,311,0,0,0,2022-05-31,93.994,4.86
7153,44,blue-collar,married,basic_4y,False,True,2,40,0,0,0,2022-05-20,93.994,4.86
7154,57,management,divorced,university_degree,False,True,1,81,0,0,0,2022-05-21,93.994,4.86
7155,30,blue-collar,married,university_degree,False,False,13,558,0,0,0,2022-05-08,93.994,4.86
7156,54,technician,married,university_degree,False,False,4,109,0,0,0,2022-05-21,93.994,4.86
7157,54,retired,divorced,basic_4y,False,True,3,77,0,0,0,2022-05-14,93.994,4.86
7158,24,services,single,high_school,False,True,7,70,0,0,0,2022-05-29,93.994,4.86
7159,45,self-employed,divorced,university_degree,False,True,4,229,0,0,0,2022-05-02,93.994,4.86
7160,49,housemaid,married,professional_course,False,False,1,565,0,0,0,2022-05-17,93.994,4.86
7161,39,blue-collar,divorced,0,False,False,2,145,0,0,0,2022-05-22,93.994,4.86
7162,36,admin_,single,university_degree,False,False,3,792,0,0,1,2022-05-29,93.994,4.86
7163,31,admin_,married,high_school,False,True,2,199,0,0,0,2022-05-29,93.994,4.86
7164,36,management,married,university_degree,False,True,1,488,0,0,0,2022-05-28,93.994,4.86
7165,51,services,married,basic_6y,False,True,3,176,0,0,0,2022-05-17,93.994,4.86
7166,48,housemaid,divorced,basic_4y,False,True,4,123,0,0,0,2022-05-07,93.994,4.86
7167,51,blue-collar,married,basic_6y,False,True,2,88,0,0,0,2022-05-06,93.994,4.86
7168,41,technician,married,professional_course,False,True,4,768,0,0,0,2022-05-18,93.994,4.86
7169,37,blue-collar,single,professional_course,False,True,3,105,0,0,0,2022-05-30,93.994,4.86
7170,46,blue-collar,married,basic_4y,False,True,4,101,0,0,0,2022-05-01,93.994,4.86
7171,54,retired,married,basic_4y,False,False,3,225,0,0,0,2022-05-28,93.994,4.86
7172,49,admin_,single,0,False,True,2,122,0,0,0,2022-05-01,93.994,4.86
7173,41,blue-collar,married,basic_9y,False,False,2,52,0,0,0,2022-05-29,93.994,4.86
7174,52,self-employed,single,university_degree,False,True,4,150,0,0,0,2022-05-01,93.994,4.86
7175,30,technician,married,university_degree,False,True,1,399,0,0,0,2022-05-16,93.994,4.86
7176,30,blue-collar,married,basic_9y,False,True,1,58,0,0,0,2022-05-26,93.994,4.86
7177,42,admin_,married,high_school,False,False,1,260,0,0,0,2022-05-15,93.994,4.86
7178,37,technician,single,university_degree,False,True,3,199,0,0,0,2022-05-01,93.994,4.86
7179,35,unknown,married,basic_9y,False,False,4,241,0,0,0,2022-05-02,93.994,4.86
7180,34,blue-collar,married,basic_9y,False,True,5,399,0,0,0,2022-05-27,93.994,4.86
7181,49,management,married,basic_4y,False,True,3,637,0,0,0,2022-05-02,93.994,4.86
7182,53,self-employed,married,basic_4y,False,False,2,107,0,0,0,2022-05-18,93.994,4.86
7183,30,admin_,single,university_degree,False,True,1,68,0,0,0,2022-05-29,93.994,4.86
7184,41,admin_,single,university_degree,False,True,1,137,0,0,0,2022-05-10,93.994,4.86
7185,35,blue-collar,married,basic_4y,False,False,1,182,0,0,0,2022-05-12,93.994,4.86
7186,55,housemaid,single,basic_9y,False,False,1,553,0,0,0,2022-05-18,93.994,4.86
7187,27,blue-collar,married,basic_4y,False,True,3,310,0,0,0,2022-05-13,93.994,4.86
7188,30,admin_,single,university_degree,False,True,3,206,0,0,0,2022-05-19,93.994,4.86
7189,33,blue-collar,single,basic_4y,False,False,2,119,0,0,0,2022-05-26,93.994,4.86
7190,33,admin_,married,high_school,False,True,2,764,0,0,0,2022-05-13,93.994,4.86
7191,49,admin_,married,basic_6y,False,False,4,29,0,0,0,2022-05-20,93.994,4.86
7192,39,services,married,basic_4y,False,False,2,126,0,0,0,2022-05-29,93.994,4.86
7193,25,admin_,married,university_degree,False,True,4,251,0,0,0,2022-05-01,93.994,4.86
7194,35,self-employed,married,university_degree,False,False,6,188,0,0,0,2022-05-21,93.994,4.86
7195,37,unemployed,married,professional_course,False,False,2,368,0,0,0,2022-05-22,93.994,4.86
7196,34,technician,married,professional_course,False,False,2,414,0,0,0,2022-05-22,93.994,4.86
7197,32,blue-collar,married,basic_9y,False,False,3,128,0,0,0,2022-05-22,93.994,4.86
7198,38,services,single,high_school,False,True,2,685,0,0,0,2022-05-18,93.994,4.86
7199,37,self-employed,single,university_degree,False,True,5,512,0,0,0,2022-05-19,93.994,4.86
7200,31,services,single,high_school,False,True,3,102,0,0,0,2022-05-24,93.994,4.86
7201,45,admin_,married,basic_9y,False,True,2,1611,0,0,0,2022-05-13,93.994,4.86
7202,35,technician,single,university_degree,False,True,15,44,0,0,0,2022-05-08,93.994,4.86
7203,31,blue-collar,married,basic_9y,False,True,2,203,0,0,0,2022-05-28,93.994,4.86
7204,41,blue-collar,married,basic_6y,False,False,2,74,0,0,0,2022-05-19,93.994,4.86
7205,29,self-employed,married,university_degree,False,False,3,118,0,0,0,2022-05-23,93.994,4.86
7206,35,blue-collar,single,0,False,False,3,725,0,0,0,2022-05-06,93.994,4.86
7207,50,blue-collar,married,basic_4y,False,True,5,100,0,0,0,2022-05-23,93.994,4.86
7208,56,technician,married,professional_course,False,True,3,124,0,0,0,2022-05-11,93.994,4.86
7209,50,admin_,married,basic_9y,False,False,2,752,0,0,0,2022-05-18,93.994,4.86
7210,25,self-employed,single,university_degree,False,False,3,241,0,0,0,2022-05-31,93.994,4.86
7211,29,services,single,high_school,False,True,1,430,0,0,0,2022-05-25,93.994,4.86
7212,37,blue-collar,divorced,basic_9y,False,True,3,219,0,0,0,2022-05-19,93.994,4.86
7213,33,self-employed,single,university_degree,False,True,2,67,0,0,0,2022-05-05,93.994,4.86
7214,41,technician,single,professional_course,False,True,3,294,0,0,0,2022-05-18,93.994,4.86
7215,44,blue-collar,divorced,basic_6y,False,True,2,318,0,0,0,2022-05-18,93.994,4.86
7216,34,student,single,basic_4y,False,True,3,1185,0,0,0,2022-05-23,93.994,4.86
7217,38,admin_,single,basic_9y,False,False,3,110,0,0,0,2022-05-30,93.994,4.86
7218,37,services,married,high_school,False,True,2,58,0,0,0,2022-05-23,93.994,4.86
7219,35,blue-collar,married,basic_4y,False,False,2,386,0,0,0,2022-05-31,93.994,4.86
7220,52,unemployed,married,high_school,False,False,2,218,0,0,0,2022-05-12,93.994,4.86
7221,40,technician,married,high_school,False,False,2,191,0,0,0,2022-05-06,93.994,4.86
7222,43,technician,married,university_degree,False,False,2,84,0,0,0,2022-05-30,93.994,4.86
7223,25,services,single,high_school,False,False,2,130,0,0,0,2022-05-01,93.994,4.86
7224,53,services,married,high_school,False,False,2,113,0,0,0,2022-05-08,93.994,4.86
7225,36,blue-collar,married,basic_9y,False,True,6,744,0,0,0,2022-05-05,93.994,4.86
7226,59,admin_,married,high_school,False,True,4,76,0,0,0,2022-05-30,93.994,4.86
7227,46,entrepreneur,married,professional_course,False,True,3,187,0,0,0,2022-05-11,93.994,4.86
7228,57,self-employed,single,high_school,False,False,4,587,0,0,0,2022-05-08,93.994,4.86
7229,45,technician,married,university_degree,False,True,3,336,0,0,0,2022-05-18,93.994,4.86
7230,36,management,married,university_degree,False,True,3,59,0,0,0,2022-05-13,93.994,4.86
7231,37,admin_,married,university_degree,False,True,12,72,0,0,0,2022-05-27,93.994,4.86
7232,31,technician,married,professional_course,False,False,2,127,0,0,0,2022-05-22,93.994,4.86
7233,46,admin_,married,0,False,True,2,352,0,0,0,2022-05-03,93.994,4.86
7234,28,technician,married,high_school,False,True,2,347,0,0,0,2022-05-10,93.994,4.86
7235,52,blue-collar,married,basic_4y,False,True,2,286,0,0,0,2022-05-03,93.994,4.86
7236,59,blue-collar,married,basic_9y,False,False,2,668,0,0,0,2022-05-08,93.994,4.86
7237,59,admin_,married,university_degree,False,True,9,29,0,0,0,2022-05-28,93.994,4.86
7238,38,blue-collar,married,basic_4y,False,False,6,211,0,0,0,2022-05-25,93.994,4.86
7239,25,services,single,0,False,True,3,175,0,0,0,2022-05-28,93.994,4.86
7240,36,blue-collar,married,basic_9y,False,True,2,55,0,0,0,2022-05-07,93.994,4.86
7241,58,housemaid,married,basic_4y,False,False,3,324,0,0,0,2022-05-18,93.994,4.86
7242,35,admin_,married,high_school,False,True,3,228,0,0,0,2022-05-05,93.994,4.86
7243,32,blue-collar,single,university_degree,False,True,2,128,0,0,0,2022-05-27,93.994,4.86
7244,27,student,single,high_school,False,True,9,38,0,0,0,2022-05-03,93.994,4.86
7245,34,technician,married,university_degree,False,False,2,96,0,0,0,2022-05-10,93.994,4.86
7246,50,blue-collar,married,basic_4y,False,False,16,18,0,0,0,2022-05-19,93.994,4.86
7247,32,admin_,divorced,university_degree,False,True,4,147,0,0,0,2022-05-29,93.994,4.86
7248,37,admin_,single,university_degree,False,True,2,900,0,0,1,2022-05-29,93.994,4.86
7249,53,management,married,university_degree,False,False,2,135,0,0,0,2022-05-05,93.994,4.86
7250,33,admin_,married,university_degree,False,True,3,56,0,0,0,2022-05-12,93.994,4.86
7251,46,blue-collar,married,basic_6y,False,True,22,39,0,0,0,2022-05-23,93.994,4.86
7252,40,blue-collar,married,basic_4y,False,False,5,144,0,0,0,2022-05-26,93.994,4.86
7253,51,unemployed,married,basic_4y,False,True,2,249,0,0,0,2022-05-18,93.994,4.86
7254,39,blue-collar,married,basic_6y,False,False,3,286,0,0,0,2022-05-23,93.994,4.86
7255,42,blue-collar,married,basic_4y,False,True,2,384,0,0,0,2022-05-15,93.994,4.86
7256,52,blue-collar,married,basic_4y,False,False,3,183,0,0,0,2022-05-30,93.994,4.86
7257,37,technician,married,university_degree,False,True,2,240,0,0,0,2022-05-05,93.994,4.86
7258,36,admin_,married,university_degree,False,True,3,238,0,0,0,2022-05-18,93.994,4.86
7259,35,blue-collar,married,basic_9y,False,False,3,225,0,0,0,2022-05-28,93.994,4.86
7260,41,blue-collar,married,basic_4y,False,True,2,151,0,0,0,2022-05-24,93.994,4.86
7261,33,services,single,high_school,False,False,2,194,0,0,0,2022-05-10,93.994,4.86
7262,29,admin_,married,university_degree,False,False,3,273,0,0,0,2022-05-23,93.994,4.86
7263,46,blue-collar,married,basic_4y,False,True,2,431,0,0,0,2022-05-23,93.994,4.86
7264,30,blue-collar,married,basic_9y,False,True,2,57,0,0,0,2022-05-27,93.994,4.86
7265,55,retired,married,university_degree,False,True,3,720,0,0,0,2022-05-17,93.994,4.86
7266,42,admin_,single,university_degree,False,True,2,814,0,0,1,2022-05-09,93.994,4.86
7267,48,services,married,high_school,False,True,2,859,0,0,0,2022-05-02,93.994,4.86
7268,32,services,married,high_school,False,True,3,184,0,0,0,2022-05-09,93.994,4.86
7269,56,management,divorced,basic_9y,False,True,2,313,0,0,0,2022-05-31,93.994,4.86
7270,48,technician,married,professional_course,False,False,7,142,0,0,0,2022-05-28,93.994,4.86
7271,40,technician,married,basic_9y,False,False,4,171,0,0,0,2022-05-30,93.994,4.86
7272,38,technician,single,university_degree,False,True,3,245,0,0,0,2022-05-20,93.994,4.86
7273,38,blue-collar,single,basic_6y,False,False,2,238,0,0,0,2022-05-20,93.994,4.86
7274,41,blue-collar,married,professional_course,False,False,3,53,0,0,0,2022-05-12,93.994,4.86
7275,39,management,married,basic_6y,False,True,2,364,0,0,0,2022-05-09,93.994,4.86
7276,45,admin_,married,basic_9y,False,False,3,191,0,0,0,2022-05-26,93.994,4.86
7277,46,self-employed,married,basic_4y,False,False,24,35,0,0,0,2022-05-21,93.994,4.86
7278,54,blue-collar,married,university_degree,False,False,4,106,0,0,0,2022-05-27,93.994,4.86
7279,29,services,single,basic_4y,False,True,3,382,0,0,0,2022-05-27,93.994,4.86
7280,51,blue-collar,married,basic_9y,False,False,5,191,0,0,0,2022-05-02,93.994,4.86
7281,41,entrepreneur,married,basic_9y,False,True,2,483,0,0,0,2022-05-01,93.994,4.86
7282,54,blue-collar,single,basic_4y,False,False,3,253,0,0,0,2022-05-04,93.994,4.86
7283,31,admin_,divorced,university_degree,False,True,2,328,0,0,0,2022-05-15,93.994,4.86
7284,54,admin_,married,university_degree,False,False,2,82,0,0,0,2022-05-04,93.994,4.86
7285,54,technician,divorced,university_degree,False,False,2,155,0,0,0,2022-05-11,93.994,4.86
7286,36,admin_,divorced,high_school,False,True,5,233,0,0,0,2022-05-04,93.994,4.86
7287,31,self-employed,married,university_degree,False,False,6,66,0,0,0,2022-05-14,93.994,4.86
7288,30,technician,single,university_degree,False,True,3,1109,0,0,1,2022-05-12,93.994,4.86
7289,58,retired,married,basic_9y,False,True,3,828,0,0,1,2022-05-05,93.994,4.86
7290,55,admin_,married,high_school,False,False,4,134,0,0,0,2022-05-27,93.994,4.86
7291,37,blue-collar,single,basic_9y,False,False,5,96,0,0,0,2022-05-30,93.994,4.86
7292,55,technician,married,university_degree,False,True,9,197,0,0,0,2022-05-14,93.994,4.86
7293,30,blue-collar,married,basic_9y,False,True,2,645,0,0,0,2022-05-18,93.994,4.86
7294,39,blue-collar,married,basic_4y,False,True,4,81,0,0,0,2022-05-24,93.994,4.86
7295,27,services,single,professional_course,False,False,3,201,0,0,0,2022-05-03,93.994,4.86
7296,34,blue-collar,married,basic_6y,False,False,3,248,0,0,0,2022-05-03,93.994,4.86
7297,53,services,married,high_school,False,False,2,2260,0,0,0,2022-05-07,93.994,4.86
7298,52,retired,married,basic_9y,False,False,7,91,0,0,0,2022-05-24,93.994,4.86
7299,51,blue-collar,divorced,basic_4y,False,True,2,660,0,0,0,2022-05-26,93.994,4.86
7300,49,technician,married,basic_9y,False,True,6,182,0,0,0,2022-05-24,93.994,4.86
7301,37,management,married,basic_9y,False,False,2,30,0,0,0,2022-05-31,93.994,4.86
7302,53,retired,married,basic_4y,False,False,23,101,0,0,0,2022-05-05,93.994,4.86
7303,53,housemaid,single,basic_4y,False,False,15,54,0,0,0,2022-05-08,93.994,4.86
7304,59,management,married,basic_4y,False,True,4,374,0,0,0,2022-05-12,93.994,4.86
7305,55,technician,divorced,university_degree,False,False,7,216,0,0,0,2022-05-30,93.994,4.86
7306,34,blue-collar,married,basic_9y,False,False,4,76,0,0,0,2022-05-30,93.994,4.86
7307,37,services,married,high_school,False,True,3,73,0,0,0,2022-05-28,93.994,4.86
7308,45,unknown,married,0,False,False,6,62,0,0,0,2022-05-10,93.994,4.86
7309,50,blue-collar,single,basic_4y,False,False,2,152,0,0,0,2022-05-11,93.994,4.86
7310,35,services,married,high_school,False,False,4,86,0,0,0,2022-05-18,93.994,4.86
7311,28,services,single,high_school,False,False,6,95,0,0,0,2022-05-28,93.994,4.86
7312,36,entrepreneur,married,university_degree,False,True,15,23,0,0,0,2022-05-16,93.994,4.86
7313,37,housemaid,married,university_degree,False,True,11,25,0,0,0,2022-05-21,93.994,4.86
7314,35,services,single,high_school,False,True,7,151,0,0,0,2022-05-22,93.994,4.86
7315,26,technician,single,professional_course,False,False,3,95,0,0,0,2022-05-22,93.994,4.86
7316,32,services,married,high_school,False,True,8,52,0,0,0,2022-05-23,93.994,4.86
7317,32,blue-collar,married,basic_6y,False,True,3,52,0,0,0,2022-05-13,93.994,4.86
7318,59,admin_,single,university_degree,False,True,3,421,0,0,0,2022-05-14,93.994,4.86
7319,45,blue-collar,married,basic_6y,False,True,11,322,0,0,0,2022-05-14,93.994,4.86
7320,30,services,single,high_school,False,True,4,52,0,0,0,2022-05-19,93.994,4.86
7321,27,blue-collar,married,basic_4y,False,False,7,340,0,0,0,2022-05-09,93.994,4.86
7322,48,admin_,divorced,high_school,False,True,2,139,0,0,0,2022-05-17,93.994,4.86
7323,59,blue-collar,married,basic_4y,False,False,2,763,0,0,0,2022-05-17,93.994,4.86
7324,35,blue-collar,married,basic_9y,False,False,3,288,0,0,0,2022-05-12,93.994,4.864
7325,35,blue-collar,single,university_degree,False,True,3,231,0,0,0,2022-05-14,93.994,4.864
7326,37,blue-collar,married,basic_4y,False,False,17,120,0,0,0,2022-05-01,93.994,4.864
7327,38,blue-collar,married,high_school,False,True,2,203,0,0,0,2022-05-13,93.994,4.864
7328,39,blue-collar,married,basic_9y,False,False,3,67,0,0,0,2022-05-07,93.994,4.864
7329,42,blue-collar,married,0,False,False,4,311,0,0,0,2022-05-17,93.994,4.864
7330,57,technician,married,university_degree,False,False,2,50,0,0,0,2022-05-28,93.994,4.864
7331,42,housemaid,single,basic_4y,False,True,3,86,0,0,0,2022-05-21,93.994,4.864
7332,25,blue-collar,single,high_school,False,True,3,139,0,0,0,2022-05-21,93.994,4.864
7333,54,self-employed,married,professional_course,False,False,1,235,0,0,0,2022-05-01,93.994,4.864
7334,46,management,married,basic_9y,False,False,1,43,0,0,0,2022-05-11,93.994,4.864
7335,34,entrepreneur,married,basic_4y,False,True,1,233,0,0,0,2022-05-15,93.994,4.864
7336,44,blue-collar,married,high_school,False,True,1,230,0,0,0,2022-05-26,93.994,4.864
7337,42,services,married,professional_course,False,False,1,177,0,0,0,2022-05-25,93.994,4.864
7338,42,services,married,professional_course,False,True,1,149,0,0,0,2022-05-12,93.994,4.864
7339,58,blue-collar,married,basic_4y,False,True,1,422,0,0,0,2022-05-20,93.994,4.864
7340,41,blue-collar,married,basic_9y,False,False,1,121,0,0,0,2022-05-15,93.994,4.864
7341,41,management,single,high_school,False,True,1,324,0,0,0,2022-05-15,93.994,4.864
7342,48,blue-collar,married,basic_6y,False,False,1,287,0,0,0,2022-05-23,93.994,4.864
7343,33,blue-collar,single,basic_9y,False,True,2,58,0,0,0,2022-05-11,93.994,4.864
7344,58,services,married,basic_4y,False,False,1,226,0,0,0,2022-05-26,93.994,4.864
7345,42,admin_,single,basic_9y,False,False,1,153,0,0,0,2022-05-26,93.994,4.864
7346,52,self-employed,married,university_degree,False,False,3,151,0,0,0,2022-05-10,93.994,4.864
7347,31,technician,single,university_degree,False,True,2,57,0,0,0,2022-05-16,93.994,4.864
7348,39,admin_,single,university_degree,False,False,1,31,0,0,0,2022-05-01,93.994,4.864
7349,35,blue-collar,married,basic_4y,False,False,6,118,0,0,0,2022-05-08,93.994,4.864
7350,28,services,married,high_school,False,True,4,133,0,0,0,2022-05-12,93.994,4.864
7351,32,blue-collar,single,basic_9y,False,False,1,171,0,0,0,2022-05-08,93.994,4.864
7352,37,technician,single,university_degree,False,False,3,62,0,0,0,2022-05-06,93.994,4.864
7353,36,blue-collar,single,basic_9y,False,False,3,45,0,0,0,2022-05-25,93.994,4.864
7354,51,blue-collar,married,basic_6y,False,True,9,91,0,0,0,2022-05-16,93.994,4.864
7355,34,admin_,married,high_school,False,False,2,172,0,0,0,2022-05-28,93.994,4.864
7356,40,admin_,married,high_school,False,True,4,498,0,0,0,2022-05-08,93.994,4.864
7357,47,blue-collar,married,basic_9y,False,False,7,85,0,0,0,2022-05-15,93.994,4.864
7358,43,admin_,married,university_degree,False,True,2,224,0,0,0,2022-05-06,93.994,4.864
7359,34,housemaid,divorced,high_school,False,False,3,553,0,0,1,2022-05-26,93.994,4.864
7360,30,admin_,married,university_degree,False,True,3,242,0,0,0,2022-05-13,93.994,4.864
7361,35,blue-collar,divorced,basic_9y,False,False,6,192,0,0,0,2022-05-16,93.994,4.864
7362,45,technician,married,professional_course,False,False,4,207,0,0,0,2022-05-30,93.994,4.864
7363,52,blue-collar,married,basic_4y,False,False,1,711,0,0,0,2022-05-30,93.994,4.864
7364,26,admin_,single,high_school,False,True,3,160,0,0,0,2022-05-11,93.994,4.864
7365,36,admin_,single,university_degree,False,False,5,147,0,0,0,2022-05-01,93.994,4.864
7366,42,admin_,single,university_degree,False,True,1,87,0,0,0,2022-05-01,93.994,4.864
7367,30,admin_,married,high_school,False,False,2,199,0,0,0,2022-05-18,93.994,4.864
7368,37,blue-collar,unknown,basic_6y,False,False,2,34,0,0,0,2022-05-05,93.994,4.864
7369,35,blue-collar,single,basic_9y,False,True,7,65,0,0,0,2022-05-01,93.994,4.864
7370,33,entrepreneur,married,university_degree,False,True,1,150,0,0,0,2022-05-08,93.994,4.864
7371,38,blue-collar,married,basic_9y,False,True,1,57,0,0,0,2022-05-20,93.994,4.864
7372,34,admin_,single,university_degree,False,False,1,234,0,0,0,2022-05-18,93.994,4.864
7373,28,blue-collar,single,basic_9y,False,False,2,521,0,0,0,2022-05-22,93.994,4.864
7374,33,admin_,married,university_degree,False,True,1,555,0,0,0,2022-05-22,93.994,4.864
7375,39,admin_,married,university_degree,False,True,1,86,0,0,0,2022-05-22,93.994,4.864
7376,26,blue-collar,single,basic_9y,False,False,4,204,0,0,0,2022-05-04,93.994,4.864
7377,36,housemaid,married,high_school,False,False,1,222,0,0,0,2022-05-02,93.994,4.864
7378,35,admin_,single,high_school,False,False,1,162,0,0,0,2022-05-25,93.994,4.864
7379,33,self-employed,married,basic_6y,False,False,5,648,0,0,0,2022-05-11,93.994,4.864
7380,34,services,married,high_school,False,False,1,659,0,0,0,2022-05-16,93.994,4.864
7381,27,student,single,university_degree,False,False,3,867,0,0,0,2022-05-04,93.994,4.864
7382,41,admin_,single,high_school,False,False,2,96,0,0,0,2022-05-02,93.994,4.864
7383,34,blue-collar,married,basic_9y,False,True,1,123,0,0,0,2022-05-14,93.994,4.864
7384,25,admin_,married,university_degree,False,False,1,56,0,0,0,2022-05-14,93.994,4.864
7385,34,unemployed,married,0,False,True,3,54,0,0,0,2022-05-30,93.994,4.864
7386,50,admin_,married,university_degree,False,True,4,152,0,0,0,2022-05-22,93.994,4.864
7387,25,blue-collar,married,basic_6y,False,False,4,25,0,0,0,2022-05-28,93.994,4.864
7388,26,admin_,married,high_school,False,False,6,120,0,0,0,2022-05-30,93.994,4.864
7389,37,self-employed,divorced,university_degree,False,True,1,491,0,0,0,2022-05-04,93.994,4.864
7390,49,entrepreneur,married,university_degree,False,False,17,379,0,0,0,2022-05-29,93.994,4.864
7391,37,blue-collar,married,basic_9y,False,False,3,343,0,0,0,2022-05-12,93.994,4.864
7392,32,unemployed,single,high_school,False,True,2,289,0,0,0,2022-05-27,93.994,4.864
7393,50,blue-collar,married,basic_4y,False,False,1,574,0,0,0,2022-05-03,93.994,4.864
7394,51,services,married,high_school,False,True,1,85,0,0,0,2022-05-10,93.994,4.864
7395,55,unknown,married,0,False,False,1,319,0,0,0,2022-05-01,93.994,4.864
7396,49,services,married,high_school,False,True,1,108,0,0,0,2022-05-25,93.994,4.864
7397,40,services,married,high_school,False,False,3,762,0,0,1,2022-05-14,93.994,4.864
7398,52,blue-collar,single,0,False,False,3,80,0,0,0,2022-05-09,93.994,4.864
7399,55,unknown,married,0,False,True,1,449,0,0,0,2022-05-10,93.994,4.864
7400,38,admin_,single,university_degree,False,True,1,198,0,0,0,2022-05-07,93.994,4.864
7401,52,self-employed,married,university_degree,False,True,2,135,0,0,0,2022-05-17,93.994,4.864
7402,34,services,married,high_school,False,True,1,69,0,0,0,2022-05-14,93.994,4.864
7403,44,admin_,divorced,university_degree,False,True,1,55,0,0,0,2022-05-24,93.994,4.864
7404,48,blue-collar,married,basic_6y,False,True,5,290,0,0,1,2022-05-02,93.994,4.864
7405,26,technician,married,basic_6y,False,True,1,138,0,0,0,2022-05-21,93.994,4.864
7406,28,services,married,0,False,False,1,135,0,0,0,2022-05-14,93.994,4.864
7407,31,entrepreneur,married,basic_9y,False,True,1,70,0,0,0,2022-05-09,93.994,4.864
7408,58,housemaid,married,basic_4y,False,True,2,652,0,0,0,2022-05-31,93.994,4.864
7409,37,self-employed,married,basic_9y,False,False,1,327,0,0,0,2022-05-20,93.994,4.864
7410,43,housemaid,married,basic_4y,False,False,1,246,0,0,0,2022-05-25,93.994,4.864
7411,37,technician,single,university_degree,False,True,1,295,0,0,0,2022-05-14,93.994,4.864
7412,37,technician,single,university_degree,False,False,1,255,0,0,0,2022-05-09,93.994,4.864
7413,35,services,single,high_school,False,True,1,523,0,0,0,2022-05-23,93.994,4.864
7414,30,blue-collar,single,basic_4y,False,False,1,130,0,0,0,2022-05-06,93.994,4.864
7415,34,services,married,high_school,False,False,5,103,0,0,0,2022-05-09,93.994,4.864
7416,30,services,married,high_school,False,False,2,205,0,0,0,2022-05-28,93.994,4.864
7417,37,technician,married,professional_course,False,False,1,92,0,0,0,2022-05-31,93.994,4.864
7418,38,blue-collar,married,high_school,False,True,1,107,0,0,0,2022-05-26,93.994,4.864
7419,30,admin_,married,university_degree,False,False,1,864,0,0,1,2022-05-18,93.994,4.864
7420,25,technician,single,professional_course,False,True,1,65,0,0,0,2022-05-01,93.994,4.864
7421,41,admin_,divorced,high_school,False,False,1,556,0,0,0,2022-05-28,93.994,4.864
7422,25,student,single,high_school,False,False,1,115,0,0,0,2022-05-10,93.994,4.864
7423,26,technician,married,professional_course,False,False,1,180,0,0,0,2022-05-11,93.994,4.864
7424,37,admin_,married,university_degree,False,False,1,87,0,0,0,2022-05-24,93.994,4.864
7425,44,management,divorced,basic_9y,False,False,2,70,0,0,0,2022-05-12,93.994,4.864
7426,39,technician,married,professional_course,False,True,1,435,0,0,0,2022-05-10,93.994,4.864
7427,49,admin_,divorced,high_school,False,False,1,132,0,0,0,2022-05-14,93.994,4.864
7428,41,admin_,married,high_school,False,False,1,312,0,0,0,2022-05-31,93.994,4.864
7429,33,admin_,married,high_school,False,False,1,283,0,0,0,2022-05-01,93.994,4.864
7430,30,admin_,married,university_degree,False,True,1,182,0,0,0,2022-05-13,93.994,4.864
7431,37,blue-collar,single,0,False,False,1,379,0,0,0,2022-05-06,93.994,4.864
7432,33,management,married,basic_9y,False,False,1,127,0,0,0,2022-05-14,93.994,4.864
7433,35,management,single,0,False,False,1,126,0,0,0,2022-05-29,93.994,4.864
7434,35,housemaid,married,basic_4y,False,False,2,91,0,0,0,2022-05-16,93.994,4.864
7435,45,blue-collar,divorced,basic_9y,False,False,1,78,0,0,0,2022-05-16,93.994,4.864
7436,40,technician,married,university_degree,False,False,1,417,0,0,0,2022-05-13,93.994,4.864
7437,43,blue-collar,divorced,basic_4y,False,True,2,618,0,0,1,2022-05-17,93.994,4.864
7438,39,technician,married,university_degree,False,True,1,407,0,0,0,2022-05-30,93.994,4.864
7439,32,technician,single,university_degree,False,True,1,160,0,0,0,2022-05-28,93.994,4.864
7440,45,blue-collar,divorced,basic_9y,False,False,1,171,0,0,0,2022-05-27,93.994,4.864
7441,29,technician,married,professional_course,False,False,1,210,0,0,0,2022-05-11,93.994,4.864
7442,36,housemaid,married,high_school,False,True,3,135,0,0,0,2022-05-30,93.994,4.864
7443,35,blue-collar,divorced,basic_9y,False,True,1,461,0,0,0,2022-05-21,93.994,4.864
7444,25,blue-collar,married,basic_9y,False,True,1,763,0,0,1,2022-05-03,93.994,4.864
7445,27,admin_,single,high_school,False,False,1,682,0,0,1,2022-05-07,93.994,4.864
7446,40,admin_,married,high_school,False,False,1,171,0,0,0,2022-05-30,93.994,4.864
7447,46,housemaid,married,basic_4y,False,False,2,68,0,0,0,2022-05-17,93.994,4.864
7448,30,services,single,professional_course,False,True,3,120,0,0,0,2022-05-24,93.994,4.864
7449,52,blue-collar,single,0,False,False,2,67,0,0,0,2022-05-04,93.994,4.864
7450,36,admin_,married,high_school,False,False,2,381,0,0,0,2022-05-24,93.994,4.864
7451,32,blue-collar,married,professional_course,False,False,2,278,0,0,0,2022-05-09,93.994,4.864
7452,43,blue-collar,married,basic_4y,False,False,1,126,0,0,0,2022-05-29,93.994,4.864
7453,26,blue-collar,single,basic_9y,False,True,1,149,0,0,0,2022-05-11,93.994,4.864
7454,56,technician,married,basic_4y,False,False,1,95,0,0,0,2022-05-07,93.994,4.864
